from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
TAIT2,9251,2,0,HVL__0__3656__RAIL__Rail_MTuWThF-XHol,120__0__211__TZM__419__3__419__3
2001,PORI1,2,0,220__0__113__TZM__306__2__306__2,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__108__TZM__310__310,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__111__TZM__314__314,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__111__TZM__314__1__314__1,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
SILV,8416,2,240,HVL__0__3816__RAIL__Rail_Sa,115__0__403__TZM__506__1__506__1
8165,WATE1,2,0,150__1__116__TZM__415__1__415__1,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
7730,7730,2,120,23__1__720__TZM__114__114,7__1__726__TZM__101__2__101__2
PARA2,1001,2,240,KPL__0__6418__RAIL__Rail_SaSu+Hol,261__0__403__UZM__4703__4703
4915,4915,2,0,22__1__224__NBM__16__2__16__2,21__1__218__NBM__64__64
7017,7017,2,120,29__0__143__TZM__129__129,1__0__239__TZM__1__5__1__5
TREN,9525,2,240,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,114__1__118__TZM__524__524
TREN,9525,2,240,HVL__0__2644__RAIL__Rail_MTuWThF-XHol,114__1__114__TZM__508__1__508__1
TREN,9525,2,240,HVL__0__2644__RAIL__Rail_MTuWThF-XHol,114__1__114__TZM__508__2__508__2
6081,6081,2,120,2__1__464__NBM__30__1__30__1,18__0__465__NBM__13__1__13__1
4915,4915,2,0,22__1__448__NBM__23__1__23__1,21__1__448__NBM__6__1__6__1
8580,UPPE,2,240,110__1__436__TZM__512__512,HVL__1__3833__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,261__1__410__UZM__4704__4704,KPL__1__6435__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18__1__178__NBM__82__82,2__0__207__NBM__3__2__3__2
7083,7083,2,120,18__1__220__NBM__56__56,2__0__265__NBM__61__61
7083,7083,2,120,18__1__220__NBM__56copy__56copy,2__0__265__NBM__61__61
PARA2,1000,2,0,KPL__0__6438__RAIL__Rail_SaSu+Hol,260__0__415__UZM__4705__4705
PORI2,2003,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,226__0__439__TZM__308__308
PARA2,1000,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,250__0__721__UZM__4104__4104
3000,3000,2,300,1__0__187__TZM__3__3__3__3,60__0__141__MNM__3112__3112
1001,PARA1,2,0,262__1__416__UZM__4701__4701,KPL__1__6449__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__456__NBM__23__1__23__1,18__0__457__NBM__14__1__14__1
7720,7700,2,60,29__1__114__TZM__103__2__103__2,7__1__136__TZM__242__242
7720,7700,2,60,29__1__114__TZM__103__4__103__4,7__1__136__TZM__242__1__242__1
PORI1,2002,2,0,KPL__1__6421__RAIL__Rail_SaSu+Hol,60__1__414__MNM__2111__2111
7720,7700,2,60,29__1__716__TZM__105__105,7__1__736__TZM__115__115
1501,WAIK,2,240,280__0__703__UZM__4102__4102,KPL__1__6419__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,220__1__152__TZM__320__320
PORI2,2003,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,220__1__152__TZM__320__1__320__1
PORI2,2003,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,220__1__734__TZM__303__1__303__1
PORI2,2003,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,220__1__734__TZM__303__6__303__6
PORI2,2003,2,0,KPL__0__6462__RAIL__Rail_SaSu+Hol,220__1__450__TZM__301__1__301__1
2003,PORI1,2,0,210__1__138__TZM__322__322,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__138__TZM__322__1__322__1,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__138__TZM__322__2__322__2,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__128__TZM__431__431,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__145__TZM__203__3__203__3,19__0__147__TZM__130__130
3000,3000,2,300,1__0__145__TZM__203__3__203__3,19__0__147__TZM__130__1__130__1
WATE2,9165,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,150__0__423__TZM__415__415
8140,WATE1,2,0,170__0__443__TZM__604__604,HVL__1__3851__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,MEL__0__5604__RAIL__Rail_MTuWThF-XHol,154__0__137__TZM__MTuWThF-XSch
PETO2,9001,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol,154__0__137__TZM__MTuWThF-XSch
6733,6730,2,120,7__0__111__TZM__115__2__115__2,23__0__115__TZM__111__3__111__3
6733,6730,2,120,7__0__109__TZM__102__2__102__2,23__0__115__TZM__111__3__111__3
TAIT2,9251,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,120__0__437__TZM__417__417
SILV,8416,2,240,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,115__0__113__TZM__524__524
6720,7720,2,120,7__0__721__TZM__115__115,29__0__711__TZM__105__105
7017,7017,2,120,29__0__149__TZM__129__129,1__0__259__TZM__201__3__201__3
7017,7017,2,120,29__0__149__TZM__129__129,1__0__259__TZM__201__6__201__6
2002,PORI1,2,0,230__1__102__TZM__302__2__302__2,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__102__TZM__302__4__302__4,KPL__1__8267__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__178__TZM__413__1__413__1,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__476__TZM__112__1__112__1,29__1__438__TZM__117__1__117__1
3081,3081,2,120,60__1__422__MNM__2021__2021,1__1__446__TZM__101__3__101__3
6733,6730,2,120,7__0__169__TZM__135__135,23__0__145__TZM__106__1__106__1
6733,6730,2,120,7__0__169__TZM__135__1__135__1,23__0__145__TZM__106__1__106__1
1001,PARA1,2,0,261__1__706__UZM__4104__4104,KPL__1__6427__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6430__RAIL__Rail_SaSu+Hol,260__0__711__UZM__4105__4105
1810,FEAT,2,0,200__0__701__TZM__1002__1002,WRL__1__1623__RAIL__Rail_Xmas_Su+Hol_(WRL)
1810,FEAT,2,0,200__1__700__TZM__1001__1001,WRL__1__1623__RAIL__Rail_Xmas_Su+Hol_(WRL)
PORI2,2002,2,0,KPL__0__6424__RAIL__Rail_SaSu+Hol,236__0__403__TZM__306__1__306__1
1501,WAIK,2,240,280__0__141__UZM__1002__1__1002__1,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__141__UZM__1002__1copy__1002__1copy,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,226__0__405__TZM__308__308
1001,PARA1,2,0,262__1__712__UZM__4101__4101,KPL__1__6441__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__127__TZM__315__315,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__127__TZM__315__1__315__1,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3846__RAIL__Rail_SaSu+Hol,112__0__417__TZM__505__2__505__2
PORI2,2003,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol,226__0__135__TZM__315__315
PORI2,2003,2,0,KPL__0__6322__RAIL__Rail_MTuWThF-XHol,226__0__135__TZM__315__1__315__1
7017,7017,2,120,23__1__416__TZM__110__1__110__1,1__0__433__TZM__113__1__113__1
1501,WAIK,2,240,281__0__105__UZM__101__101,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,281__0__105__UZM__101copy__101copy,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
1810,FEAT,2,0,200__0__103__TZM__1001__2__1001__2,WRL__1__1601__RAIL__Rail_MTuWThF-XHol
1810,FEAT,2,0,200__0__103__TZM__1001__2copy__1001__2copy,WRL__1__1601__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__443__MNM__2042__2042,KPL__0__6460__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,120__0__153__TZM__602__2__602__2
TAIT2,9251,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,120__0__153__TZM__602__3__602__3
PORI2,2001,2,0,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,226__0__101__TZM__304__2__304__2
WAIK,1501,2,240,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,281__0__121__UZM__834__834
WAIK,1501,2,240,KPL__0__6246__RAIL__Rail_MTuWThF-XHol,281__0__117__UZM__808__808
PORI2,2003,2,0,KPL__0__6362__RAIL__Rail_MTuWThF-XHol,220__1__206__TZM__307__1__307__1
6036,6036,2,60,30x__0__105__NBM__165__165,28__0__111__NBM__156__156
6036,6036,2,60,30x__0__105__NBM__165copy__165copy,28__0__111__NBM__156__156
6036,6036,2,60,30x__0__107__NBM__10__2__10__2,28__0__111__NBM__156__156
UPPE,8579,2,240,HVL__0__3844__RAIL__Rail_SaSu+Hol,110__0__449__TZM__509__509
6055,6017,2,240,1__1__440__TZM__206__2__206__2,29__1__420__TZM__117__1__117__1
PORI1,2002,2,0,KPL__1__6311__RAIL__Rail_MTuWThF-XHol,60__1__138__MNM__3072__3072
9001,PETO1,2,0,150__1__152__TZM__431__431,MEL__1__5645__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__406__TZM__507__507,HVL__1__3815__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__146__TZM__606__606,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__154__TZM__609__609,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__154__TZM__609__1__609__1,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__455__TZM__209__1__209__1,29__0__431__TZM__117__1__117__1
TAIT2,9251,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol,120__0__137__TZM__407__2__407__2
MELL,9150,2,240,MEL__0__5624__RAIL__Rail_MTuWThF-XHol,145__0__111__TZM__406__2__406__2
MELL,9150,2,240,MEL__0__5624__RAIL__Rail_MTuWThF-XHol,145__0__111__TZM__406__3__406__3
MELL,9150,2,240,MEL__0__5620__RAIL__Rail_MTuWThF-XHol,145__0__107__TZM__406__2__406__2
MELL,9150,2,240,MEL__0__5620__RAIL__Rail_MTuWThF-XHol,145__0__107__TZM__406__3__406__3
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,220__0__149__TZM__305__2__305__2
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,220__0__149__TZM__305__3__305__3
3000,3000,2,300,1__0__439__TZM__1__4__1__4,19__0__419__TZM__210__210
5915,5915,2,0,22__0__219__NBM__81__81,21__0__217__NBM__43__43
5915,5915,2,0,22__0__219__NBM__81copy__81copy,21__0__217__NBM__43copy__43copy
8165,WATE1,2,0,130__1__708__TZM__404__404,HVL__1__3821__RAIL__Rail_SaSu+Hol
7720,7700,2,60,29__1__132__TZM__103__2__103__2,7__1__172__TZM__205__4__205__4
7720,7700,2,60,29__1__132__TZM__103__4__103__4,7__1__172__TZM__205__4__205__4
2002,PORI1,2,0,230__1__116__TZM__302__2__302__2,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__116__TZM__302__4__302__4,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__191__TZM__310__310,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__184__TZM__313__313,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__184__TZM__313__1__313__1,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19e__0__111__TZM__233__233,1__1__134__TZM__2__5__2__5
3081,3081,2,120,19e__0__111__TZM__233__1__233__1,1__1__134__TZM__2__5__2__5
3000,3000,2,300,1__0__479__TZM__1__4__1__4,19__0__439__TZM__210__210
8165,WATE1,2,0,130__1__184__TZM__415__1__415__1,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__122__MNM__3132__3132,1__1__184__TZM__128__128
6055,6017,2,240,1__1__208__TZM__153__2__153__2,23__0__147__TZM__104__2__104__2
7083,7083,2,120,18__1__164__NBM__31__3__31__3,2__0__193__NBM__150__1__150__1
2002,PORI1,2,0,236__1__118__TZM__315__315,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__118__TZM__315__1__315__1,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,130__0__707__TZM__406__406
3000,3000,2,300,1__0__223__TZM__140__140,60__0__157__MNM__3112__3112
3000,3000,2,300,1__0__223__TZM__140__1__140__1,60__0__157__MNM__3112__3112
3000,3000,2,300,1__0__289__TZM__128__128,60__0__157__MNM__3112__3112
3000,3000,2,300,1__0__195__TZM__107__2__107__2,60__0__145__MNM__MTuWThF-XSch
WATE2,9140,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,160__0__115__TZM__606__606
2003,PORI1,2,0,220__1__210__TZM__308__1__308__1,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__217__TZM__311__311,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__217__TZM__311__1__311__1,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__110__TZM__MTuWThF-XSch,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__117__TZM__307__1__307__1,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__115__TZM__MTuWThF-XSch,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__183__TZM__153__2__153__2,60__0__139__MNM__3072__3072
8165,WATE1,2,0,130__1__174__TZM__437__437,HVL__1__3623__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,130__0__167__TZM__413__1__413__1
WATE2,9165,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,130__0__167__TZM__413__1__413__1
UPPE,8579,2,240,HVL__0__2644__RAIL__Rail_MTuWThF-XHol,110__0__143__TZM__526__526
1001,PARA1,2,0,260__1__134__UZM__604__2__604__2,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__101__MNM__3201__3201,KPL__0__6216__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,154__0__423__TZM__403__1__403__1
PORI1,2002,2,0,KPL__1__6215__RAIL__Rail_MTuWThF-XHol,60__1__102__MNM__3031__3031
8140,WATE1,2,0,160__1__116__TZM__613__613,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__117__TZM__304__2__304__2,KPL__1__6227__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,281__0__109__UZM__808__808
TAIT2,9251,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,120__0__131__TZM__611__611
TAIT2,9251,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,120__0__131__TZM__611__2__611__2
6055,6017,2,240,1__1__402__TZM__206__2__206__2,29__1__402__TZM__102__1__102__1
1501,WAIK,2,240,280__0__113__UZM__101__101,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__113__UZM__101copy__101copy,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__436__TZM__112__1__112__1,29__1__418__TZM__114__1__114__1
PORI2,2001,2,0,KPL__0__6468__RAIL__Rail_SaSu+Hol,220__0__459__TZM__304__1__304__1
PORI2,2001,2,0,KPL__0__6468__RAIL__Rail_SaSu+Hol,220__0__459__TZM__304__3__304__3
8140,WATE1,2,0,160__1__426__TZM__602__1__602__1,HVL__1__3835__RAIL__Rail_SaSu+Hol
7083,7083,2,120,18e__1__718__NBM__18__18,2__0__763__NBM__4__4
7083,7083,2,120,18e__1__718__NBM__18__18,2__0__763__NBM__4copy__4copy
7720,7700,2,60,17__1__428__TZM__102__1__102__1,7__1__462__TZM__211__2__211__2
2002,PORI1,2,0,230__1__718__TZM__301__301,KPL__1__6451__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__422__TZM__303__2__303__2,KPL__1__6451__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__422__TZM__303__5__303__5,KPL__1__6451__RAIL__Rail_SaSu+Hol
7720,7700,2,60,29__1__142__TZM__109__2__109__2,7__1__196__TZM__114__2__114__2
7720,7700,2,60,29__1__142__TZM__109__2__109__2,7__1__196__TZM__114__4__114__4
6055,6017,2,240,1__1__264__TZM__119__1__119__1,23__0__179__TZM__104__2__104__2
WATE2,9140,2,0,HVL__0__3862__RAIL__Rail_SaSu+Hol,170__0__455__TZM__601__1__601__1
6720,7720,2,120,7__0__451__TZM__211__2__211__2,29__0__429__TZM__114__1__114__1
TREN,9525,2,240,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,114__1__110__TZM__508__1__508__1
TREN,9525,2,240,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,114__1__110__TZM__508__2__508__2
PORI2,2003,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,220__1__176__TZM__307__1__307__1
7720,7700,2,60,17__1__720__TZM__112__112,7__1__742__TZM__115__115
7720,7700,2,60,29__1__138__TZM__109__2__109__2,7__1__184__TZM__121__121
7720,7700,2,60,29__1__150__TZM__103__2__103__2,7__1__216__TZM__216__216
7720,7700,2,60,29__1__150__TZM__103__4__103__4,7__1__216__TZM__216__216
1001,PARA1,2,0,262__1__148__UZM__3104__3104,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__163__TZM__147__147,60__0__129__MNM__3051__3051
3000,3000,2,300,1__0__163__TZM__147__1__147__1,60__0__129__MNM__3051__3051
8251,TAIT1,2,0,120__1__470__TZM__413__413,HVL__1__3851__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,226__0__415__TZM__308__308
PETO2,9001,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol,150__0__151__TZM__431__431
PETO2,9001,2,0,MEL__0__5644__RAIL__Rail_MTuWThF-XHol,150__0__151__TZM__431__431
WATE2,9140,2,0,HVL__0__3660__RAIL__Rail_MTuWThF-XHol,160__0__179__TZM__614__614
TAIT2,9251,2,0,HVL__0__3846__RAIL__Rail_SaSu+Hol,120__0__727__TZM__402__402
7083,7083,2,120,18__1__436__NBM__13__1__13__1,2__0__439__NBM__5__1__5__1
8297,TAIT1,2,0,121__1__142__TZM__MTuWThF-XSch,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__102__TZM__427__427,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__137__MNM__3012__3012,KPL__0__6318__RAIL__Rail_MTuWThF-XHol
7224,7224,2,120,12__1__704__NBM__10__10,2__0__715__NBM__2__2
7224,7224,2,120,12__1__704__NBM__10__10,2__0__715__NBM__2copy__2copy
9001,PETO1,2,0,150__1__140__TZM__430__430,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__140__TZM__430__1__430__1,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__554__NBM__28__28,18e__0__715__NBM__4__4
6081,6081,2,120,2__1__554__NBM__28__28,18e__0__715__NBM__4copy__4copy
2001,PORI1,2,0,220__0__415__TZM__301__1__301__1,KPL__1__6421__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__114__TZM__139__139,7__1__150__TZM__116__2__116__2
7720,7700,2,60,17__1__114__TZM__139__139,7__1__150__TZM__116__4__116__4
1501,WAIK,2,240,280__0__103__UZM__101__101,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__103__UZM__101copy__101copy,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,220__0__725__TZM__305__305
6733,6730,2,120,7__0__731__TZM__106__106,23__0__729__TZM__114__114
6733,6730,2,120,7__0__153__TZM__242__242,23__0__137__TZM__104__2__104__2
6733,6730,2,120,7__0__153__TZM__242__1__242__1,23__0__137__TZM__104__2__104__2
WATE2,9140,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,160__0__413__TZM__604__604
7017,7017,2,120,29__0__723__TZM__201__1__201__1,1__0__799__TZM__102__102
6081,6081,2,120,2__1__188__NBM__102__3__102__3,18e__0__149__NBM__106__2__106__2
6081,6081,2,120,2__1__188__NBM__102__3__102__3,18e__0__149__NBM__106__2copy__106__2copy
7083,7083,2,120,18e__1__100__NBM__108__3__108__3,2__0__273__NBM__3__2__3__2
WATE2,9165,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,150__0__411__TZM__418__418
TAIT2,9251,2,0,HVL__0__3826__RAIL__Rail_SaSu+Hol,120__0__417__TZM__413__413
7083,7083,2,120,18e__1__426__NBM__25__1__25__1,2__0__495__NBM__5__1__5__1
8140,WATE1,2,0,160__1__732__TZM__601__601,HVL__1__3869__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__702__TZM__304__304,KPL__1__6419__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__702__TZM__304__4__304__4,KPL__1__6419__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__404__TZM__306__1__306__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
3081,3081,2,120,19e__0__121__TZM__239__239,1__1__244__TZM__138__138
3081,3081,2,120,19e__0__121__TZM__239__1__239__1,1__1__244__TZM__138__138
PARA2,1001,2,240,KPL__0__6428__RAIL__Rail_SaSu+Hol,262__0__409__UZM__4701__4701
2001,PORI1,2,0,220__0__101__TZM__301__2__301__2,KPL__1__6205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__101__TZM__301__3__301__3,KPL__1__6205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__101__TZM__301__4__301__4,KPL__1__6205__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__412__TZM__603__1__603__1,HVL__1__3821__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__178__NBM__17__2__17__2,18__0__153__NBM__110__3__110__3
6081,6081,2,120,2__1__178__NBM__17__2__17__2,18__0__153__NBM__110__3copy__110__3copy
7017,7017,2,120,29__0__141__TZM__139__139,1__0__229__TZM__153__2__153__2
6055,6017,2,240,1__1__718__TZM__2__3__2__3,29__1__706__TZM__112__112
6055,6017,2,240,1__1__758__TZM__2__3__2__3,29__1__716__TZM__105__105
7017,7017,2,120,23__1__422__TZM__110__1__110__1,1__0__445__TZM__112__1__112__1
9001,PETO1,2,0,150__1__432__TZM__418__418,HVL__1__3849__RAIL__Rail_SaSu+Hol
SILV,8416,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,115__0__123__TZM__503__2__503__2
7083,7083,2,120,18__1__184__NBM__156__156,2__0__217__NBM__118__2__118__2
5915,5915,2,0,21__0__439__NBM__203__4__203__4,22__0__439__NBM__18__1__18__1
9001,PETO1,2,0,150__1__438__TZM__510__510,HVL__1__3859__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,226__0__453__TZM__308__308,KPL__1__6459__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__451__TZM__307__307,KPL__1__6459__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__100__TZM__303__3__303__3,KPL__1__7201__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__100__TZM__303__4__303__4,KPL__1__7201__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__100__TZM__303__7__303__7,KPL__1__7201__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__538__NBM__28__28,18e__0__711__NBM__1__1
6081,6081,2,120,2__1__538__NBM__28__28,18e__0__711__NBM__1copy__1copy
6720,7720,2,120,7__0__409__TZM__204__3__204__3,29__0__407__TZM__117__1__117__1
6720,7720,2,120,7__0__409__TZM__204__7__204__7,29__0__407__TZM__117__1__117__1
2003,PORI1,2,0,226__0__145__TZM__304__2__304__2,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__412__MNM__2101__2101,1__1__426__TZM__101__3__101__3
8251,TAIT1,2,0,120__1__408__TZM__403__1__403__1,HVL__1__3817__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6455__RAIL__Rail_SaSu+Hol,60__1__448__MNM__2032__2032
3081,3081,2,120,19__0__723__TZM__205__2__205__2,1__1__752__TZM__104__104
3081,3081,2,120,19__0__723__TZM__205__8__205__8,1__1__752__TZM__104__5__104__5
8140,WATE1,2,0,160__1__106__TZM__607__607,HVL__1__2611__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18e__1__720__NBM__24__24,2__0__771__NBM__7__7
7017,7017,2,120,23__1__174__TZM__244__244,1__0__283__TZM__226__226
7017,7017,2,120,23__1__174__TZM__244__1__244__1,1__0__283__TZM__226__1__226__1
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,150__0__151__TZM__431__431
TAIT2,9297,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,121__0__421__TZM__406__1__406__1
2002,PORI1,2,0,230__1__430__TZM__303__2__303__2,KPL__1__6465__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__430__TZM__303__5__303__5,KPL__1__6465__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,210__1__700__TZM__301__301,KPL__1__6411__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__411__TZM__307__307,KPL__1__6419__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,226__0__413__TZM__308__308,KPL__1__6419__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3834__RAIL__Rail_SaSu+Hol,110__0__715__TZM__502__502
8580,UPPE,2,240,110__1__714__TZM__502__502,HVL__1__3827__RAIL__Rail_SaSu+Hol
6224,6224,2,240,2__1__160__NBM__10__2__10__2,12__0__127__NBM__7__2__7__2
6224,6224,2,240,2__1__160__NBM__10__2__10__2,12__0__127__NBM__7__2copy__7__2copy
8251,TAIT1,2,0,120__1__122__TZM__608__608,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__122__TZM__608__1__608__1,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6417__RAIL__Rail_SaSu+Hol,60__1__410__MNM__2111__2111
